SK_ID_CURR,TARGET
100001,0.05087079371888943
100005,0.09601440461684094
100013,0.03914870395841241
100028,0.03523375206987134
100038,0.09985199006171191
100042,0.0402688618460914
100057,0.06419347650618323
100065,0.100028523580865
100066,0.03579114598160988
100067,0.0886245657085956
100074,0.053067622370713705
100090,0.0919826909916521
100091,0.08016563064934651
100092,0.0750547729095804
100106,0.13694397704809783
100107,0.08716990546301193
100109,0.07324043031217586
100117,0.06016081062997527
100128,0.05204584130741979
100141,0.059486452713482144
100150,0.054901775270227354
100168,0.059713112600233376
100169,0.031946981252532494
100170,0.0538088911433575
100171,0.06935504776929827
100172,0.10336013878842377
100184,0.06821982418100983
100187,0.05203068587031168
100212,0.06985036549519778
100222,0.05753040238070627
100223,0.038689782841310125
100232,0.05652953294231459
100241,0.10993224675238465
100245,0.06346726270866002
100253,0.0369035734061792
100256,0.07696685405104763
100271,0.01911988336766988
100278,0.06780067225321196
100280,0.03373691173564958
100306,0.10807346867718809
100311,0.08661836199589916
100312,0.04511216358867118
100330,0.05435274856132675
100331,0.0670666090855469
100352,0.06152837476077409
100358,0.05338821808057086
100367,0.06883360181147687
100382,0.07019478424248647
100384,0.06190864444001986
100385,0.07322847603306717
100386,0.07626509406618441
100399,0.04368972821688075
100404,0.02711355102584916
100416,0.05020757861395095
100422,0.10121149076333769
100426,0.03426538731652441
100438,0.051273774858691924
100444,0.08835311889036614
100445,0.11928257452308746
100446,0.07468090211280631
100447,0.05829541320248358
100450,0.06826941832884086
100466,0.06787241110457583
100483,0.057040683069928724
100484,0.02520797235348657
100494,0.05397249720224654
100510,0.09885493894031812
100512,0.0648593662095953
100517,0.04573585133413594
100548,0.05398540759208296
100551,0.046314564136889766
100552,0.07671034560635322
100553,0.06934653762400589
100561,0.08014458437689877
100568,0.09523284693081502
100569,0.051076165784480855
100591,0.08045469219830217
100592,0.035286369101961
100602,0.0916262315947495
100607,0.06233624591830227
100613,0.0796733809639517
100617,0.05694094535858351
100618,0.05739331806783882
100622,0.13854766325849277
100625,0.09143255801942858
100677,0.06490826019225955
100699,0.0589196606999569
100702,0.09822126071484168
100711,0.04469692120497477
100729,0.11349012738039253
100740,0.10743454729931233
100744,0.09218785017953751
100745,0.0709289763206192
100747,0.05190722059290553
100751,0.0937950780506047
100752,0.08246895042020436
100753,0.10804136748974193
100754,0.08669028229016544
100760,0.08305896906307739
100762,0.07335730229133666
100763,0.060712975110448
100765,0.07249855615814803
100770,0.0670356965665274
100772,0.0412036418580045
100777,0.04537025108647939
100791,0.05229092152781865
100792,0.049221149313096235
100797,0.052497556903743234
100823,0.060771643069765284
100826,0.0762879770697392
100830,0.04676794555871121
100836,0.10165838105699447
100872,0.04350179581105311
100910,0.09052693104971968
100913,0.04331875577096942
100918,0.08076633817016372
100931,0.04016668886690529
100952,0.07714664515770042
100953,0.06984489634413317
100965,0.08480444835070425
100970,0.05906493840310983
100982,0.08159005260966745
100983,0.056457907067437155
100984,0.0500561308695944
100987,0.05143227669644699
100997,0.07633662722954078
100998,0.08911819147989988
101002,0.06733349072819758
101005,0.08064012925065418
101008,0.0866964825134208
101020,0.09023117702754023
101021,0.06712726843710126
101024,0.06576042465625227
101025,0.09015594935046889
101026,0.07619151757987191
101031,0.07584586453590828
101041,0.04644868934222146
101051,0.04024768294148126
101055,0.08252045528873865
101056,0.0887629762622541
101057,0.07954321713781029
101064,0.062400458429622746
101079,0.0661150046205423
101087,0.06682371929234095
101090,0.05764731702256837
101092,0.05000569212589254
101097,0.0729786677872354
101099,0.05406522708914656
101107,0.05415329691935721
101118,0.061750603758034886
101125,0.05259838788447149
101126,0.061560308005695515
101128,0.04197126945103992
101136,0.11523221825428454
101140,0.06770769108617784
101149,0.06715651732005683
101160,0.06845206573358653
101169,0.07544179695317384
101181,0.04099690821561459
101186,0.038500639423908925
101190,0.080572509561501
101193,0.09420008588551837
101194,0.07312903397490593
101198,0.06576014295928123
101200,0.06261195436915581
101204,0.0697644693342556
101211,0.0698020963937023
101213,0.06570752671370783
101223,0.06427468662175916
101225,0.0633348179188953
101237,0.059386999028774506
101243,0.06916024740863919
101244,0.08447897829229095
101258,0.04029020336582517
101259,0.115995971556888
101268,0.0679238335470073
101269,0.05935907811702776
101271,0.07905971096918046
101279,0.07180565536478725
101281,0.07707305055002142
101287,0.04645594229010566
101292,0.08994432156669506
101294,0.05887617993520773
101296,0.04703216471054829
101297,0.0609713150781544
101299,0.03584001353658361
101301,0.053869347537069574
101305,0.06002356206047995
101308,0.033442736707377095
101318,0.04954669983896376
101327,0.06815282862674324
101329,0.08148995376376846
101332,0.05438409757952352
101337,0.04900660920960971
101343,0.04722943009798395
101345,0.08531817030196279
101346,0.06549018005310747
101353,0.03188008222832324
101354,0.07888929259518747
101355,0.053355578040703094
101356,0.045914725238510354
101362,0.08409139497194773
101363,0.08872326661889528
101365,0.06093382654246959
101366,0.08506377224617698
101367,0.09935263108679633
101368,0.030327320762793944
101374,0.06644737655273787
101380,0.04793728501310467
101383,0.06111939255404471
101398,0.038938049487014605
101399,0.09148664705943824
101401,0.06404592936517615
101412,0.07205766945926224
101426,0.07595542248670045
101427,0.09173377528763249
101428,0.08437174503461928
101429,0.09265124344755545
101434,0.049786839008459004
101440,0.062101094663013945
101448,0.09286503741344812
101449,0.06276468690124483
101465,0.061220892780595365
101467,0.051327302178622025
101472,0.11727732426609146
101478,0.07697920409258423
101497,0.05892816790622634
101504,0.03302174050584902
101547,0.04542287407020528
101548,0.06356265607001792
101555,0.06299704144137779
101570,0.066310813278714
101572,0.0732007279221858
101578,0.06940330656164159
101580,0.0860750784740321
101588,0.06314317030579958
101602,0.05211626067184925
101610,0.06602606301562018
101614,0.07436856148894042
101616,0.0841013104238694
101643,0.06955072147056238
101644,0.07232106293264039
101649,0.061920651073367874
101650,0.09447051810616319
101665,0.054645979899239444
101667,0.09002928162863595
101669,0.05811790675021305
101674,0.09249056300556938
101675,0.07143247961531965
101678,0.07432832216505979
101682,0.05886456026432878
101686,0.09326806893727975
101697,0.11452431629541182
101700,0.05965123058639738
101711,0.06460607997152065
101714,0.03311471685498279
101715,0.06984608105310518
101728,0.0667290282755944
101732,0.05385938343260793
101757,0.06812169992517866
101758,0.08149387769884797
101759,0.06681980216506041
101762,0.01542477337994975
101764,0.053782634015032166
101780,0.07167210730609747
101784,0.041985024043970594
101789,0.041450954104609715
101816,0.08214766289067855
101819,0.052680433392717864
101827,0.0371113361894168
101863,0.07497411534295002
101867,0.056419667850177664
101870,0.044402657574304366
101873,0.07411242809278715
101878,0.07023392975136881
101879,0.03713872765397898
101880,0.04482958242225691
101887,0.06714393190786297
101897,0.05131694693558276
101901,0.04105581037708842
101903,0.1099362411675987
101920,0.025007091913231503
101921,0.03955453799901788
101922,0.07309533123917931
101961,0.13543392572123275
101962,0.07066087825837643
101971,0.06884229314707502
101976,0.0999208711500375
102002,0.057138529457240406
102005,0.038691786125138315
102007,0.11469844610332995
102017,0.05715889351443593
102019,0.08990914035890302
102029,0.0473402123979595
102051,0.06535920564288888
102052,0.05772118509377388
102054,0.04299527211607205
102062,0.09360204344179346
102067,0.08043990825456807
102068,0.07614688822832857
102070,0.041333291848252234
102090,0.06426724449213178
102092,0.12100554221785739
102099,0.09603841380385635
102100,0.024880249191514426
102112,0.06638438106853689
102113,0.07836706712533645
102122,0.06890675381522608
102123,0.05179025712244922
102125,0.05181147700017682
102126,0.07566850383907059
102146,0.08951777720668407
102147,0.07937236522290182
102151,0.06147483002490971
102158,0.06470964461659083
102159,0.06604701908353695
102162,0.04450727458516258
102165,0.04229244568729307
102166,0.07941031930576016
102174,0.04814087790813487
102193,0.10527462573748603
102198,0.05232649366991731
102205,0.07270078274297948
102206,0.07329247853128502
102218,0.05444945854296113
102221,0.06727716926064305
102230,0.06046000167271908
102238,0.03333789750066797
102248,0.04418341716667349
102252,0.0734271195620558
102259,0.06526545697030753
102262,0.0771450551491605
102273,0.05806443717632873
102286,0.07536034172549852
102293,0.06601215422969907
102294,0.035410661518417944
102296,0.04087618564147793
102298,0.0651152539699078
102303,0.03847145413005177
102309,0.06444035898980614
102315,0.0580194563153961
102340,0.06200801507676864
102342,0.05697683234744756
102344,0.0759943986543542
102346,0.07441331725432637
102347,0.06169702752583746
102374,0.08576600154217087
102380,0.0779155866652586
102387,0.06253040523420984
102393,0.05725185881031293
102403,0.0675000707783352
102413,0.0675159367698143
102414,0.03546734484095817
102415,0.06356297060767373
102416,0.04511508601133069
102439,0.06929546895930656
102441,0.07327622217629824
102443,0.05172408806635732
102444,0.0852230409679628
102445,0.11720024660243909
102448,0.054263693063976735
102449,0.07308826129925004
102450,0.08151358016386688
102456,0.06679067432429052
102458,0.06383765397000725
102459,0.055189788471314755
102465,0.03458251299762988
102470,0.10372799613795297
102471,0.04688970048529983
102475,0.07866450483864514
102476,0.06570355140313412
102506,0.04790394262116274
102509,0.03522575479165591
102519,0.07806098801075978
102522,0.04619810871159404
102545,0.05527555938786565
102549,0.09721264448556244
102562,0.04803817245963407
102563,0.06032761817802169
102568,0.08637262968533732
102582,0.10323937138937386
102592,0.03994525385818321
102597,0.05928092856692334
102605,0.08521848313371835
102614,0.08171637672547398
102617,0.08671891539991225
102634,0.0498505091134078
102652,0.04252909977426688
102655,0.022813246135353953
102671,0.060536617759835834
102694,0.0598026937128676
102701,0.07199932055627431
102703,0.03577300393006765
102704,0.06014769480340395
102713,0.036075299738368045
102720,0.08174113436860113
102731,0.043961125023017786
102733,0.06090537492276963
102749,0.05918709631418075
102755,0.06395858520566201
102763,0.05549941563438494
102770,0.08286717836909223
102772,0.053913026972557704
102799,0.0738765093551732
102838,0.07403500868090704
102854,0.07132906854620526
102862,0.08189976475534765
102863,0.0729312035677573
102867,0.055870184656284676
102868,0.05889446255072616
102878,0.07802435403061159
102887,0.05792961260954225
102898,0.07213125720520656
102904,0.05979449681869731
102912,0.09784037779983672
102919,0.048969575156785815
102927,0.06446282064270972
102932,0.08222366782480331
102933,0.10581485784975918
102935,0.02360982547503495
102958,0.08873566023371202
102969,0.06514046207801485
102971,0.0535729023352646
102975,0.04843571722744529
102979,0.07581561181731873
102982,0.04747129368420788
102987,0.07442153050011371
102989,0.07455160443657687
102995,0.06781576480057391
102996,0.08014291214285181
103000,0.04872037841189831
103001,0.07858974124391091
103004,0.048922542126718045
103010,0.06836650864383058
103025,0.06777555224239194
103029,0.07957881341331138
103046,0.05607134731665252
103056,0.06534500167359765
103062,0.06004139273919622
103078,0.07453638515919543
103083,0.04386012503032508
103092,0.056747911597062495
103096,0.06789598683299623
103097,0.06611570088578335
103102,0.08111915236131122
103112,0.04882623526658644
103132,0.04576275018051851
103144,0.04844550385191051
103145,0.06265146464588295
103146,0.05003058727452753
103147,0.06052775798301848
103158,0.0684827632325252
103171,0.08096508497984506
103173,0.03959096271995769
103184,0.06263649333965668
103195,0.06284032004449423
103196,0.03590311918259033
103206,0.06196464188939466
103230,0.04915046188503365
103231,0.07403769586655752
103232,0.07563883442692745
103239,0.09062385576464155
103240,0.05352780587210696
103243,0.03952524016662993
103252,0.07176019628971732
103258,0.06438274575551596
103259,0.0517689275821778
103279,0.059412625966356665
103280,0.0393661534583652
103286,0.07250185992660747
103287,0.09220441861584167
103290,0.0586048440740458
103298,0.07122832678645816
103315,0.0397792075887333
103319,0.05264271303950963
103334,0.07201418855274759
103336,0.11036042451011785
103345,0.05776338909929183
103368,0.054727735240637294
103371,0.07292648874470421
103377,0.045801144684013154
103398,0.049036108725097824
103404,0.047111149608070384
103408,0.08031564945429134
103410,0.06368232239517453
103418,0.056657546185057604
103420,0.09093426735160078
103432,0.06862658746327921
103433,0.06789784680931346
103436,0.0380295024852269
103440,0.056184353186005606
103453,0.0661776860002245
103459,0.051747513947981855
103460,0.06655769037016208
103461,0.057708074946731885
103462,0.07459197329071138
103473,0.08427175082982112
103474,0.03264533280154087
103475,0.08763045449588733
103478,0.09709187607937766
103480,0.06413150138376748
103484,0.04256049113423815
103494,0.06474444739042792
103513,0.06099516614933014
103515,0.0625378551217163
103516,0.15653442889680333
103525,0.07404909992770019
103541,0.06630209262213772
103544,0.0519227221243898
103562,0.07433142436287386
103570,0.13611213977020364
103572,0.10984855797816248
103574,0.05782441183174724
103575,0.06550167361073535
103591,0.08790623214849302
103594,0.07286923948691816
103609,0.04100745869165043
103613,0.04809843116616788
103614,0.07905510622961555
103615,0.05230518883517329
103624,0.07985110072596348
103625,0.08820071642181865
103628,0.0907136155838597
103629,0.05429118910858588
103647,0.06216593044743385
103648,0.05743643836502317
103651,0.062126828440565336
103658,0.050050870957001704
103668,0.0509468848294474
103669,0.04595463506647064
103676,0.08221480707882092
103682,0.05925904458204767
103683,0.05753203046828178
103689,0.05949628846266122
103725,0.02384569472914351
103733,0.042830622680179106
103744,0.0251784435208258
103762,0.08128154936134593
103771,0.11410615999001922
103773,0.04466010179096945
103783,0.08532362212195474
103784,0.09006181367881907
103808,0.05490876636176674
103812,0.06804564707774513
103813,0.06668483819820985
103814,0.05571217650957227
103818,0.09397469830897573
103824,0.058638777084521344
103828,0.04413222726463683
103830,0.07176667325545953
103840,0.04161214651562164
103842,0.07177538103152173
103847,0.07337092511655395
103848,0.04898017640329659
103851,0.030155334743313198
103854,0.08988847073383334
103857,0.1056891323629539
103861,0.044597102874577285
103862,0.0775362320726041
103865,0.07749281254416657
103870,0.04136277633509879
103876,0.06937807161469069
103891,0.09763379857967913
103908,0.05858999350963787
103914,0.06290573452649766
103918,0.06063967641441475
103940,0.08644011877287122
103963,0.07154827599886021
103966,0.0878441712641796
103971,0.09313914472243617
103980,0.09258535272437529
103984,0.06590934230612591
103985,0.08023231048777243
103998,0.11141333297325431
104019,0.046686063859413776
104026,0.06905290814012412
104035,0.08500504843261801
104044,0.059902477417903464
104045,0.06040520770401728
104047,0.09223696536069317
104051,0.05540750880502909
104058,0.05812312230525261
104063,0.03720511580045313
104066,0.058616856846819054
104087,0.02884754320496518
104089,0.05998586224430324
104095,0.05896746358948924
104098,0.07307536940109
104104,0.0457874675285058
104110,0.06395000891068413
104120,0.06239064352173894
104122,0.030864937926025147
104131,0.06666605271831676
104132,0.08160558824771624
104135,0.052318944247955114
104136,0.03603381668598127
104149,0.05097562005639909
104150,0.05966644039556335
104156,0.05564424148522739
104165,0.05032117281242812
104175,0.06320179366962028
104179,0.06742648865089793
104184,0.0793306728673089
104206,0.037733701410710516
104216,0.09092430665793264
104230,0.10279683548030108
104257,0.01738292833565292
104272,0.02706204400000441
104273,0.04811693309540297
104278,0.06100306357406893
104294,0.08129747346276778
104295,0.0644851509329883
104297,0.05503717264265805
104298,0.07655942786839694
104308,0.07804343762207148
104318,0.06503644692602031
104319,0.04591506756822921
104320,0.057788725702322366
104327,0.09561487519496319
104334,0.08360960508845985
104344,0.08217039399152251
104350,0.058060982313129235
104351,0.08427524984824938
104354,0.07556065046600798
104369,0.10976828836180216
104376,0.055889896978381384
104381,0.0425855504875465
104384,0.06500208680404998
104391,0.04547035484419966
104394,0.06387519148414952
104398,0.10356783897697153
104402,0.056292272541637114
104408,0.08954458390842697
104409,0.042239591329927065
104410,0.08977908662968244
104412,0.06276563277413075
104417,0.09447411446561023
104424,0.07081469230769886
104426,0.06472229404457173
104435,0.06901045132082066
104445,0.06291835981693267
104458,0.04400188336325354
104460,0.047031338147820186
104466,0.043706805867711425
104472,0.06097505132854215
104473,0.07732462802057002
104479,0.04395582134915394
104480,0.05369110203136631
104482,0.11262423156014638
104499,0.04159930066714194
104501,0.039816424744208434
104502,0.05459283841739316
104506,0.06052683013473451
104510,0.030778631537636124
104512,0.03563180953344
104520,0.07995051798686605
104528,0.05078396794920352
104529,0.07783765757786648
104541,0.07970354315548027
104578,0.045913167920282306
104584,0.052091180826381804
104588,0.08823732492072218
